id,name,parent_id,grandparent_id
1051,ウォーキング,117,9
1052,ヨガ,117,9
1053,トレーニング用品,117,9
1054,その他,117,9
1055,ウェア,118,9
1056,シューズ,118,9
1057,グローブ,118,9
1058,バット,118,9
1059,アクセサリー,118,9
1060,防具,118,9
1061,練習機器,118,9
1062,記念グッズ,118,9
1063,応援グッズ,118,9
1064,その他,118,9
1065,ウェア,119,9
1066,シューズ,119,9
1067,ボール,119,9
1068,アクセサリー,119,9
1069,記念グッズ,119,9
1070,応援グッズ,119,9
1071,その他,119,9
1072,ラケット(硬式用),120,9
1073,ラケット(軟式用),120,9
1074,ウェア,120,9
1075,シューズ,120,9
1076,ボール,120,9
1077,アクセサリー,120,9
1078,記念グッズ,120,9
1079,応援グッズ,120,9
1080,その他,120,9
1081,ボード,121,9
1082,バインディング,121,9
1083,ブーツ(男性用),121,9
1084,ブーツ(女性用),121,9
1085,ブーツ(子ども用),121,9
1086,ウエア/装備(男性用),121,9
1087,ウエア/装備(女性用),121,9
1088,ウエア/装備(子ども用),121,9
1089,アクセサリー,121,9
1090,バッグ,121,9
1091,その他,121,9
1092,板,122,9
1093,ブーツ(男性用),122,9
1094,ブーツ(女性用),122,9
1095,ブーツ(子ども用),122,9
1096,ビンディング,122,9
1097,ウエア(男性用),122,9
1098,ウエア(女性用),122,9
1099,ウエア(子ども用),122,9
1100,ストック,122,9
1101,その他,122,9
1102,ダンス/バレエ,123,9
1103,サーフィン,123,9
1104,バスケットボール,123,9
1105,バドミントン,123,9
1106,バレーボール,123,9
1107,スケートボード,123,9
1108,陸上競技,123,9
1109,ラグビー,123,9
1110,アメリカンフットボール,123,9
1111,ボクシング,123,9
1112,ボウリング,123,9
1113,その他,123,9
1114,テント/タープ,124,9
1115,ライト/ランタン,124,9
1116,寝袋/寝具,124,9
1117,テーブル/チェア,124,9
1118,ストーブ/コンロ,124,9
1119,調理器具,124,9
1120,食器,124,9
1121,登山用品,124,9
1122,その他,124,9
1123,旅行用品,125,9
1124,その他,125,9
1125,ピアス,126,10
1126,イヤリング,126,10
1127,ネックレス,126,10
1128,ブレスレット,126,10
1129,リング,126,10
1130,チャーム,126,10
1131,ヘアゴム,126,10
1132,アンクレット,126,10
1133,その他,126,10
1134,バッグ(女性用),127,10
1135,バッグ(男性用),127,10
1136,財布(女性用),127,10
1137,財布(男性用),127,10
1138,ファッション雑貨,127,10
1139,その他,127,10
1140,アクセサリー(男性用),128,10
1141,時計(女性用),128,10
1142,時計(男性用),128,10
1143,その他,128,10
1144,キッチン用品,129,10
1145,家具,129,10
1146,文房具,129,10
1147,アート/写真,129,10
1148,アロマ/キャンドル,129,10
1149,フラワー/ガーデン,129,10
1150,その他,129,10
1151,クラフト/布製品,130,10
1152,おもちゃ/人形,130,10
1153,その他,130,10
1154,ファッション雑貨,131,10
1155,スタイ/よだれかけ,131,10
1156,外出用品,131,10
1157,ネームタグ,131,10
1158,その他,131,10
1159,各種パーツ,132,10
1160,生地/糸,132,10
1161,型紙/パターン,132,10
1162,その他,132,10
1163,Ingress,133,10
1164,クリエイターズ宇宙兄弟,133,10
1165,男性アイドル,135,11
1166,女性アイドル,135,11
1167,韓流,135,11
1168,国内アーティスト,135,11
1169,海外アーティスト,135,11
1170,音楽フェス,135,11
1171,声優/アニメ,135,11
1172,その他,135,11
1173,サッカー,136,11
1174,野球,136,11
1175,テニス,136,11
1176,格闘技/プロレス,136,11
1177,相撲/武道,136,11
1178,ゴルフ,136,11
1179,バレーボール,136,11
1180,バスケットボール,136,11
1181,モータースポーツ,136,11
1182,ウィンタースポーツ,136,11
1183,その他,136,11
1184,ミュージカル,137,11
1185,演劇,137,11
1186,伝統芸能,137,11
1187,落語,137,11
1188,お笑い,137,11
1189,オペラ,137,11
1190,サーカス,137,11
1191,バレエ,137,11
1192,その他,137,11
1193,声優/アニメ,138,11
1194,キッズ/ファミリー,138,11
1195,トークショー/講演会,138,11
1196,その他,138,11
1197,邦画,139,11
1198,洋画,139,11
1199,その他,139,11
1200,遊園地/テーマパーク,140,11
1201,美術館/博物館,140,11
1202,スキー場,140,11
1203,ゴルフ場,140,11
1204,フィットネスクラブ,140,11
1205,プール,140,11
1206,ボウリング場,140,11
1207,水族館,140,11
1208,動物園,140,11
1209,その他,140,11
1210,ショッピング,141,11
1211,レストラン/食事券,141,11
1212,フード/ドリンク券,141,11
1213,宿泊券,141,11
1214,その他,141,11
1215,国内自動車本体,143,12
1216,外国自動車本体,143,12
1217,タイヤ/ホイールセット,144,12
1218,タイヤ,144,12
1219,ホイール,144,12
1220,その他,144,12
1221,すべて,145,12
1222,サスペンション,145,12
1223,ブレーキ,145,12
1224,外装・エアロパーツ,145,12
1225,ライト,145,12
1226,内装品・シート,145,12
1227,ステアリング,145,12
1228,マフラー・排気系,145,12
1229,エンジン・過給器・冷却装置,145,12
1230,クラッチ・ミッション・駆動系,145,12
1231,電装品,145,12
1232,補強パーツ,145,12
1233,汎用パーツ,145,12
1234,外国自動車用パーツ,145,12
1235,その他,145,12
1236,車内アクセサリー,146,12
1237,カーナビ,146,12
1238,カーオーディオ,146,12
1239,車外アクセサリー,146,12
1240,メンテナンス用品,146,12
1241,チャイルドシート,146,12
1242,ドライブレコーダー,146,12
1243,レーダー探知機,146,12
1244,カタログ/マニュアル,146,12
1245,セキュリティ,146,12
1246,ETC,146,12
1247,その他,146,12
1248,タイヤ,148,12
1249,マフラー,148,12
1250,エンジン・冷却装置,148,12
1251,カウル・フェンダー・外装,148,12
1252,サスペンション,148,12
1253,ホイール,148,12
1254,シート,148,12
1255,ブレーキ,148,12
1256,タンク,148,12
1257,ライト・ウィンカー,148,12
1258,チェーン・スプロケット・駆動系,148,12
1259,メーター,148,12
1260,電装系,148,12
1261,ミラー,148,12
1262,外国オートバイ用パーツ,148,12
1263,その他,148,12
1264,ヘルメット/シールド,149,12
1265,バイクウエア/装備,149,12
1266,アクセサリー,149,12
1267,メンテナンス,149,12
1268,カタログ/マニュアル,149,12
1269,その他,149,12
1270,ペットフード,151,13
1271,犬用品,151,13
1272,猫用品,151,13
1273,魚用品/水草,151,13
1274,小動物用品,151,13
1275,爬虫類/両生類用品,151,13
1276,かご/おり,151,13
1277,鳥用品,151,13
1278,虫類用品,151,13
1279,その他,151,13
1280,菓子,152,13
1281,米,152,13
1282,野菜,152,13
1283,果物,152,13
1284,調味料,152,13
1285,魚介類(加工食品),152,13
1286,肉類(加工食品),152,13
1287,その他 加工食品,152,13
1288,その他,152,13
1289,コーヒー,153,13
1290,ソフトドリンク,153,13
1291,ミネラルウォーター,153,13
1292,茶,153,13
1293,ウイスキー,153,13
1294,ワイン,153,13
1295,ブランデー,153,13
1296,焼酎,153,13
1297,日本酒,153,13
1298,ビール・発泡酒,153,13
1299,その他,153,13
1300,タオル/バス用品,154,13
1301,日用品/生活雑貨,154,13
1302,洗剤/柔軟剤,154,13
1303,旅行用品,154,13
1304,防災関連グッズ,154,13
1305,その他,154,13
1306,雑貨,155,13
1307,工芸品,155,13
1308,家具,155,13
1309,印刷物,155,13
1310,その他,155,13
1311,筆記具,156,13
1312,ノート/メモ帳,156,13
1313,テープ/マスキングテープ,156,13
1314,カレンダー/スケジュール,156,13
1315,アルバム/スクラップ,156,13
1316,ファイル/バインダー,156,13
1317,はさみ/カッター,156,13
1318,カードホルダー/名刺管理,156,13
1319,のり/ホッチキス,156,13
1320,その他,156,13
1321,オフィス用品一般,157,13
1322,オフィス家具,157,13
1323,店舗用品,157,13
1324,OA機器,157,13
1325,ラッピング/包装,157,13
1326,その他,157,13
